api_seconds,api_status,attempt,file,prompt_chars,request_label,response_chars,status_code,total_seconds,wait_seconds
19.821,PASS,1,rawData/อำเภอเขื่องใน/ตำบลชีทวน/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,7822,initial,7358,200,19.821,0.0
5.161,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 1/50ทับ18.pdf,4998,initial,1697,200,5.161,0.0
16.328,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,7552,initial,7179,200,16.328,0.0
22.453,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,7623,initial,7242,200,22.453,0.0
17.44,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,8106,initial,7382,200,17.44,0.0
22.726,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 12/5 ทับ 18 (บช).pdf,8582,initial,7412,200,22.726,0.0
20.579,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 13/5 ทับ 18 (บช).pdf,8050,initial,7280,200,20.579,0.0
19.982,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,8403,initial,7131,200,19.982,0.0
18.586,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8657,initial,7396,200,18.586,0.0
5.432,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,4783,initial,1702,200,5.432,0.0
21.581,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,8311,initial,7275,200,21.581,0.0
20.339,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8151,initial,7389,200,20.339,0.0
17.198,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,7046,initial,7405,200,17.198,0.0
20.391,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,7610,initial,7336,200,20.391,0.0
5.461,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,4990,initial,1741,200,5.461,0.0
19.459,PASS,1,rawData/อำเภอเขื่องใน/ตำบลท่าไห/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,7865,initial,7367,200,19.459,0.0
19.37,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,7936,initial,7388,200,19.37,0.0
5.277,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,5081,initial,1776,200,5.277,0.0
14.683,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,8103,initial,7249,200,14.683,0.0
22.033,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,8318,initial,7362,200,22.033,0.0
5.87,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,5118,initial,1740,200,5.87,0.0
21.068,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,7633,initial,7313,200,21.068,0.0
21.451,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,7962,initial,7247,200,21.451,0.0
19.555,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,7860,initial,7276,200,19.555,0.0
5.381,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,4761,initial,1733,200,5.381,0.0
19.279,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,8414,initial,7316,200,19.279,0.0
16.72,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,8237,initial,7246,200,16.72,0.0
4.23,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,4943,initial,1722,200,4.23,0.0
17.008,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,7140,initial,7094,200,17.008,0.0
20.059,PASS,1,rawData/อำเภอเขื่องใน/ตำบลธาตุน้อย/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,8485,initial,7391,200,20.059,0.0
18.339,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 1/5 ทับ 18 (บช).pdf,8142,initial,7396,200,18.339,0.0
18.113,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 2/5 ทับ 18 (บช).pdf,7864,initial,7091,200,18.113,0.0
5.254,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 2/5 ทับ 18.pdf,4708,initial,1699,200,5.254,0.0
18.968,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8302,initial,7355,200,18.968,0.0
5.194,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,4958,initial,1740,200,5.194,0.0
18.005,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8408,initial,7364,200,18.005,0.0
16.333,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,8169,initial,7368,200,16.333,0.0
5.113,PASS,1,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,5770,initial,1738,200,5.113,0.0
16.769,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,7555,initial,7279,200,16.769,0.0
18.747,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,8086,initial,7449,200,18.747,0.0
18.938,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8105,initial,7334,200,18.938,0.0
18.197,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8168,initial,7376,200,18.197,0.0
4.453,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,4926,initial,1712,200,4.453,0.0
19.725,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,6880,initial,7282,200,19.725,0.0
21.832,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,8174,initial,7419,200,21.832,0.0
4.62,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 2/5 ทับ18.pdf,5015,initial,1727,200,4.62,0.0
18.229,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,7827,initial,7362,200,18.229,0.0
22.889,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8491,initial,7390,200,22.889,0.0
4.109,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,4859,initial,1697,200,4.109,0.0
15.635,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,8053,initial,7264,200,15.635,0.0
18.224,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,10430,initial,7007,200,18.224,0.0
19.778,PASS,1,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,8093,initial,7395,200,19.778,0.0
12.59,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,6479,initial,4501,200,12.59,0.0
4.459,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,4960,initial,1709,200,4.459,0.0
20.927,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,7841,initial,7379,200,20.927,0.0
17.354,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,9191,initial,7104,200,17.354,0.0
4.315,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,4963,initial,1706,200,4.315,0.0
18.714,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8094,initial,7275,200,18.714,0.0
20.562,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,8077,initial,7382,200,20.562,0.0
3.298,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,4584,initial,1515,200,3.298,0.0
17.972,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8258,initial,7393,200,17.972,0.0
18.776,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,7713,initial,7217,200,18.776,0.0
16.908,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,7461,initial,7193,200,16.908,0.0
3.727,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,4803,initial,1697,200,3.727,0.0
17.733,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,7968,initial,7252,200,17.733,0.0
3.966,PASS,1,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,4778,initial,1708,200,3.966,0.0
17.182,PASS,1,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,8093,initial,7230,200,17.182,0.0
19.494,PASS,1,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8067,initial,7403,200,19.494,0.0
23.236,PASS,1,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,8558,initial,7408,200,23.236,0.0
27.068,PASS,1,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8307,initial,7389,200,27.068,0.0
23.099,PASS,1,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,8108,initial,7385,200,23.099,0.0
19.27,PASS,1,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,8094,initial,7253,200,19.27,0.0
18.932,PASS,1,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,8077,initial,7382,200,18.932,0.0
22.304,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,8161,initial,7544,200,22.304,0.0
19.468,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,6831,initial,6429,200,19.468,0.0
11.485,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,6321,initial,4379,200,11.485,0.0
22.065,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 12/5ทับ18(บช).pdf,7347,initial,7204,200,22.065,0.0
19.841,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 15/5ทับ18(บช).pdf,7888,initial,7094,200,19.841,0.0
20.99,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 16/5ทับ18(บช).pdf,8156,initial,7392,200,20.99,0.0
12.067,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,7369,initial,4500,200,12.067,0.0
16.435,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8148,initial,7264,200,16.435,0.0
23.393,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,7683,initial,7251,200,23.393,0.0
5.938,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,4785,initial,1734,200,5.938,0.0
20.652,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,6773,initial,6335,200,20.652,0.0
6.212,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,4721,initial,1605,200,6.212,0.0
7.109,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 8/5ทับ18..pdf,5140,initial,1705,200,7.109,0.0
23.474,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,7878,initial,7212,200,23.474,0.0
21.61,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,8026,initial,7384,200,21.61,0.0
5.122,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,5124,initial,1710,200,5.122,0.0
21.047,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8166,initial,7389,200,21.047,0.0
21.062,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,8258,initial,7396,200,21.062,0.0
20.906,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8149,initial,7392,200,20.906,0.0
20.181,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,7865,initial,7227,200,20.181,0.0
5.15,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,4889,initial,1657,200,5.15,0.0
12.683,PASS,1,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,6071,initial,4498,200,12.683,0.0
24.231,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,7753,initial,7329,200,24.231,0.0
21.31,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,7532,initial,7247,200,21.31,0.0
21.201,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,8101,initial,7401,200,21.201,0.0
5.125,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,4945,initial,1728,200,5.125,0.0
22.908,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,8228,initial,7357,200,22.908,0.0
21.913,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,7971,initial,7402,200,21.913,0.0
6.14,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,4926,initial,1758,200,6.14,0.0
25.053,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหนองเหล่า/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,8191,initial,7368,200,25.053,0.0
21.661,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,8233,initial,7385,200,21.661,0.0
25.685,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,8797,initial,7716,200,25.685,0.0
13.677,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 3/5 ทับ 18 (บช).pdf,8880,initial,4373,200,13.677,0.0
20.338,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 5/5 ทับ 18 (บช).pdf,8217,initial,7391,200,20.338,0.0
